district,latitude,longitude,terrain_risk,rainfall_risk,risk_score
Micro Zone,23.0,81.0,Moderate,High,5
Micro Zone,23.0,81.5,High,High,6
Micro Zone,23.0,82.0,High,High,6
Micro Zone,23.0,82.5,Moderate,High,5
Micro Zone,23.0,83.0,Low,High,4
Micro Zone,23.0,83.5,Moderate,Moderate,4
Micro Zone,23.0,84.0,Moderate,Low,3
Micro Zone,23.0,84.5,Moderate,Moderate,4
Micro Zone,23.0,85.0,Moderate,High,5
Micro Zone,23.0,85.5,Low,High,4
Micro Zone,23.0,86.0,High,Moderate,5
Micro Zone,23.0,86.5,Moderate,Moderate,4
Micro Zone,23.0,87.0,Low,Moderate,3
Micro Zone,23.0,87.5,Moderate,High,5
Micro Zone,23.0,88.0,Low,High,4
Micro Zone,23.0,88.5,Low,High,4
Micro Zone,23.0,89.0,Moderate,Moderate,4
Micro Zone,23.0,89.5,Low,Moderate,3
Micro Zone,23.0,90.0,Low,High,4
Micro Zone,23.0,90.5,High,Moderate,5
Micro Zone,23.0,91.0,High,Moderate,5
Micro Zone,23.0,91.5,High,Low,4
Micro Zone,23.0,92.0,Moderate,Moderate,4
Micro Zone,23.0,92.5,High,Moderate,5
Micro Zone,23.0,93.0,High,Moderate,5
Micro Zone,23.0,93.5,Moderate,High,5
Micro Zone,23.0,94.0,Low,Moderate,3
Micro Zone,23.0,94.5,High,Low,4
Micro Zone,23.0,95.0,High,Low,4
Micro Zone,23.0,95.5,Moderate,High,5
Micro Zone,23.0,96.0,Moderate,Low,3
Micro Zone,23.0,96.5,Low,Low,2
Micro Zone,23.5,68.0,Low,Moderate,3
Micro Zone,23.5,68.5,High,Moderate,5
Micro Zone,23.5,69.0,Low,Moderate,3
Micro Zone,23.5,69.5,Low,Moderate,3
Micro Zone,23.5,70.0,High,High,6
Micro Zone,23.5,70.5,Low,High,4
Micro Zone,23.5,71.0,Moderate,High,5
Micro Zone,23.5,71.5,Low,Moderate,3
Micro Zone,23.5,72.0,High,High,6
Micro Zone,23.5,72.5,Low,Moderate,3
Micro Zone,23.5,73.0,Moderate,High,5
Micro Zone,23.5,73.5,Moderate,Low,3
Micro Zone,23.5,74.0,Low,High,4
Micro Zone,23.5,74.5,High,Moderate,5
Micro Zone,23.5,75.0,Moderate,High,5
Micro Zone,23.5,75.5,High,High,6
Micro Zone,23.5,76.0,Low,High,4
Micro Zone,23.5,76.5,High,High,6
Micro Zone,23.5,77.0,High,Moderate,5
Micro Zone,23.5,77.5,High,Low,4
Micro Zone,23.5,78.0,Moderate,High,5
Micro Zone,23.5,78.5,Moderate,High,5
Micro Zone,23.5,79.0,High,Moderate,5
Micro Zone,23.5,79.5,High,High,6
Micro Zone,23.5,80.0,High,High,6
Micro Zone,23.5,80.5,Low,Moderate,3
Micro Zone,23.5,81.0,Low,Moderate,3
Micro Zone,23.5,81.5,Low,Moderate,3
Micro Zone,23.5,82.0,Low,Moderate,3
Micro Zone,23.5,82.5,Low,Moderate,3
Micro Zone,23.5,83.0,Low,High,4
Micro Zone,23.5,83.5,High,High,6
Micro Zone,23.5,84.0,Moderate,High,5
Micro Zone,23.5,84.5,Low,High,4
Micro Zone,23.5,85.0,Low,Moderate,3
Micro Zone,23.5,85.5,Low,Low,2
Micro Zone,23.5,86.0,Low,High,4
Micro Zone,23.5,86.5,High,High,6
Micro Zone,23.5,87.0,Low,Moderate,3
Micro Zone,23.5,87.5,High,Moderate,5
Micro Zone,23.5,88.0,Low,Moderate,3
Micro Zone,23.5,88.5,Moderate,Moderate,4
Micro Zone,23.5,89.0,Low,Low,2
Micro Zone,23.5,89.5,Moderate,Low,3
Micro Zone,23.5,90.0,Low,Moderate,3
Micro Zone,23.5,90.5,Low,High,4
Micro Zone,23.5,91.0,Low,Moderate,3
Micro Zone,23.5,91.5,Low,Moderate,3
Micro Zone,23.5,92.0,High,Moderate,5
Micro Zone,23.5,92.5,Moderate,Low,3
Micro Zone,23.5,93.0,Low,Low,2
Micro Zone,23.5,93.5,Low,High,4
Micro Zone,23.5,94.0,High,High,6
Micro Zone,23.5,94.5,High,Low,4
Micro Zone,23.5,95.0,Moderate,Moderate,4
Micro Zone,23.5,95.5,High,High,6
Micro Zone,23.5,96.0,Low,Low,2
Micro Zone,23.5,96.5,High,High,6
Micro Zone,24.0,68.0,Moderate,High,5
Micro Zone,24.0,68.5,Low,Low,2
Micro Zone,24.0,69.0,Low,Moderate,3
Micro Zone,24.0,69.5,High,Moderate,5
Micro Zone,24.0,70.0,High,High,6
Micro Zone,24.0,70.5,Low,Moderate,3
Micro Zone,24.0,71.0,Low,High,4
Micro Zone,24.0,71.5,Low,High,4
Micro Zone,24.0,72.0,High,High,6
Micro Zone,24.0,72.5,Low,Moderate,3
Micro Zone,24.0,73.0,Low,Low,2
Micro Zone,24.0,73.5,High,Low,4
Micro Zone,24.0,74.0,Low,High,4
Micro Zone,24.0,74.5,Moderate,Moderate,4
Micro Zone,24.0,75.0,Low,Moderate,3
Micro Zone,24.0,75.5,Low,Moderate,3
Micro Zone,24.0,76.0,Low,High,4
Micro Zone,24.0,76.5,Moderate,Low,3
Micro Zone,24.0,77.0,Low,Low,2
Micro Zone,24.0,77.5,Low,High,4
Micro Zone,24.0,78.0,Moderate,High,5
Micro Zone,24.0,78.5,Low,High,4
Micro Zone,24.0,79.0,Moderate,Moderate,4
Micro Zone,24.0,79.5,High,Low,4
Micro Zone,24.0,80.0,High,Moderate,5
Micro Zone,24.0,80.5,High,Low,4
Micro Zone,24.0,81.0,High,Moderate,5
Micro Zone,24.0,81.5,Low,Low,2
Micro Zone,24.0,82.0,Low,High,4
Micro Zone,24.0,82.5,Low,High,4
Micro Zone,24.0,83.0,High,Moderate,5
Micro Zone,24.0,83.5,Low,Moderate,3
Micro Zone,24.0,84.0,High,High,6
Micro Zone,24.0,84.5,Low,High,4
Micro Zone,24.0,85.0,Low,Moderate,3
Micro Zone,24.0,85.5,Moderate,Moderate,4
Micro Zone,24.0,86.0,Moderate,High,5
Micro Zone,24.0,86.5,Low,Low,2
Micro Zone,24.0,87.0,Low,Moderate,3
Micro Zone,24.0,87.5,High,Moderate,5
Micro Zone,24.0,88.0,Moderate,High,5
Micro Zone,24.0,88.5,Low,High,4
Micro Zone,24.0,89.0,High,High,6
Micro Zone,24.0,89.5,High,Moderate,5
Micro Zone,24.0,90.0,Low,Moderate,3
Micro Zone,24.0,90.5,Moderate,Moderate,4
Micro Zone,24.0,91.0,High,Moderate,5
Micro Zone,24.0,91.5,Moderate,Moderate,4
Micro Zone,24.0,92.0,Moderate,Moderate,4
Micro Zone,24.0,92.5,High,High,6
Micro Zone,24.0,93.0,High,Moderate,5
Micro Zone,24.0,93.5,High,High,6
Micro Zone,24.0,94.0,High,High,6
Micro Zone,24.0,94.5,Low,High,4
Micro Zone,24.0,95.0,Moderate,High,5
Micro Zone,24.0,95.5,Low,Moderate,3
Micro Zone,24.0,96.0,Low,Low,2
Micro Zone,24.0,96.5,Low,High,4
Micro Zone,24.5,68.0,Moderate,Low,3
Micro Zone,24.5,68.5,Low,High,4
Micro Zone,24.5,69.0,Low,Moderate,3
Micro Zone,24.5,69.5,High,Moderate,5
Micro Zone,24.5,70.0,High,Moderate,5
Micro Zone,24.5,70.5,High,Low,4
Micro Zone,24.5,71.0,Moderate,Moderate,4
Micro Zone,24.5,71.5,High,High,6
Micro Zone,24.5,72.0,High,Low,4
Micro Zone,24.5,72.5,Low,High,4
Micro Zone,24.5,73.0,Low,Moderate,3
Micro Zone,24.5,73.5,High,Moderate,5
Micro Zone,24.5,74.0,Low,High,4
Micro Zone,24.5,74.5,High,High,6
Micro Zone,24.5,75.0,High,High,6
Micro Zone,24.5,75.5,High,Low,4
Micro Zone,24.5,76.0,Moderate,Moderate,4
Micro Zone,24.5,76.5,High,Low,4
Micro Zone,24.5,77.0,Moderate,Moderate,4
Micro Zone,24.5,77.5,High,Moderate,5
Micro Zone,24.5,78.0,Moderate,Low,3
Micro Zone,24.5,78.5,Moderate,High,5
Micro Zone,24.5,79.0,Low,Moderate,3
Micro Zone,24.5,79.5,Low,High,4
Micro Zone,24.5,80.0,High,High,6
Micro Zone,24.5,80.5,High,Low,4
Micro Zone,24.5,81.0,Low,Low,2
Micro Zone,24.5,81.5,Low,Moderate,3
Micro Zone,24.5,82.0,Low,Moderate,3
Micro Zone,24.5,82.5,Low,High,4
Micro Zone,24.5,83.0,High,Moderate,5
Micro Zone,24.5,83.5,Moderate,High,5
Micro Zone,24.5,84.0,Low,Moderate,3
Micro Zone,24.5,84.5,Moderate,Moderate,4
Micro Zone,24.5,85.0,Low,Moderate,3
Micro Zone,24.5,85.5,Moderate,High,5
Micro Zone,24.5,86.0,Low,High,4
Micro Zone,24.5,86.5,Moderate,Moderate,4
Micro Zone,24.5,87.0,High,Low,4
Micro Zone,24.5,87.5,High,Moderate,5
Micro Zone,24.5,88.0,Low,Moderate,3
Micro Zone,24.5,88.5,Moderate,Low,3
Micro Zone,24.5,89.0,Low,Moderate,3
Micro Zone,24.5,89.5,High,Moderate,5
Micro Zone,24.5,90.0,Moderate,Low,3
Micro Zone,24.5,90.5,Low,High,4
Micro Zone,24.5,91.0,Low,High,4
Micro Zone,24.5,91.5,High,Low,4
Micro Zone,24.5,92.0,Low,Low,2
Micro Zone,24.5,92.5,Moderate,Moderate,4
Micro Zone,24.5,93.0,High,High,6
Micro Zone,24.5,93.5,High,High,6
Micro Zone,24.5,94.0,Moderate,High,5
Micro Zone,24.5,94.5,Low,High,4
Micro Zone,24.5,95.0,High,Moderate,5
Micro Zone,24.5,95.5,High,High,6
Micro Zone,24.5,96.0,Moderate,High,5
Micro Zone,24.5,96.5,High,Moderate,5
Micro Zone,25.0,68.0,Moderate,Moderate,4
Micro Zone,25.0,68.5,High,Moderate,5
Micro Zone,25.0,69.0,Moderate,Low,3
Micro Zone,25.0,69.5,Moderate,Moderate,4
Micro Zone,25.0,70.0,Low,Moderate,3
Micro Zone,25.0,70.5,Low,Low,2
Micro Zone,25.0,71.0,Moderate,Moderate,4
Micro Zone,25.0,71.5,High,High,6
Micro Zone,25.0,72.0,Moderate,Moderate,4
Micro Zone,25.0,72.5,Low,Moderate,3
Micro Zone,25.0,73.0,Low,Low,2
Micro Zone,25.0,73.5,Moderate,High,5
Micro Zone,25.0,74.0,Low,Low,2
Micro Zone,25.0,74.5,Low,Moderate,3
Micro Zone,25.0,75.0,Low,High,4
Micro Zone,25.0,75.5,Low,High,4
Micro Zone,25.0,76.0,Low,High,4
Micro Zone,25.0,76.5,Low,Moderate,3
Micro Zone,25.0,77.0,Moderate,Moderate,4
Micro Zone,25.0,77.5,Low,Moderate,3
Micro Zone,25.0,78.0,Moderate,High,5
Micro Zone,25.0,78.5,Low,High,4
Micro Zone,25.0,79.0,Low,Moderate,3
Micro Zone,25.0,79.5,Moderate,High,5
Micro Zone,25.0,80.0,Moderate,Moderate,4
Micro Zone,25.0,80.5,High,Low,4
Micro Zone,25.0,81.0,High,Moderate,5
Micro Zone,25.0,81.5,Low,High,4
Micro Zone,25.0,82.0,Moderate,High,5
Micro Zone,25.0,82.5,Moderate,Low,3
Micro Zone,25.0,83.0,High,High,6
Micro Zone,25.0,83.5,Low,High,4
Micro Zone,25.0,84.0,Moderate,Moderate,4
Micro Zone,25.0,84.5,Moderate,High,5
Micro Zone,25.0,85.0,Moderate,Moderate,4
Micro Zone,25.0,85.5,High,Moderate,5
Micro Zone,25.0,86.0,High,Low,4
Micro Zone,25.0,86.5,Low,High,4
Micro Zone,25.0,87.0,Low,Low,2
Micro Zone,25.0,87.5,High,High,6
Micro Zone,25.0,88.0,Moderate,Low,3
Micro Zone,25.0,88.5,High,Moderate,5
Micro Zone,25.0,89.0,High,Moderate,5
Micro Zone,25.0,89.5,Low,High,4
Micro Zone,25.0,90.0,Low,Moderate,3
Micro Zone,25.0,90.5,Low,High,4
Micro Zone,25.0,91.0,Low,Moderate,3
Micro Zone,25.0,91.5,Low,Moderate,3
Micro Zone,25.0,92.0,Low,High,4
Micro Zone,25.0,92.5,Moderate,High,5
Micro Zone,25.0,93.0,High,Moderate,5
Micro Zone,25.0,93.5,Low,High,4
Micro Zone,25.0,94.0,Low,Moderate,3
Micro Zone,25.0,94.5,High,High,6
Micro Zone,25.0,95.0,Moderate,High,5
Micro Zone,25.0,95.5,Moderate,High,5
Micro Zone,25.0,96.0,Low,Moderate,3
Micro Zone,25.0,96.5,Moderate,High,5
Micro Zone,25.5,68.0,High,Moderate,5
Micro Zone,25.5,68.5,Moderate,High,5
Micro Zone,25.5,69.0,High,High,6
Micro Zone,25.5,69.5,High,High,6
Micro Zone,25.5,70.0,High,Low,4
Micro Zone,25.5,70.5,High,Moderate,5
Micro Zone,25.5,71.0,High,Moderate,5
Micro Zone,25.5,71.5,Moderate,High,5
Micro Zone,25.5,72.0,Moderate,High,5
Micro Zone,25.5,72.5,Moderate,Moderate,4
Micro Zone,25.5,73.0,Low,Low,2
Micro Zone,25.5,73.5,Low,Moderate,3
Micro Zone,25.5,74.0,High,Low,4
Micro Zone,25.5,74.5,Moderate,Low,3
Micro Zone,25.5,75.0,Moderate,Moderate,4
Micro Zone,25.5,75.5,Moderate,Low,3
Micro Zone,25.5,76.0,High,Low,4
Micro Zone,25.5,76.5,Moderate,Moderate,4
Micro Zone,25.5,77.0,High,High,6
Micro Zone,25.5,77.5,High,Moderate,5
Micro Zone,25.5,78.0,Moderate,Moderate,4
Micro Zone,25.5,78.5,High,High,6
Micro Zone,25.5,79.0,High,High,6
Micro Zone,25.5,79.5,Low,High,4
Micro Zone,25.5,80.0,Low,Moderate,3
Micro Zone,25.5,80.5,Moderate,Moderate,4
Micro Zone,25.5,81.0,Low,Low,2
Micro Zone,25.5,81.5,High,Low,4
Micro Zone,25.5,82.0,High,High,6
Micro Zone,25.5,82.5,Moderate,Moderate,4
Micro Zone,25.5,83.0,High,High,6
Micro Zone,25.5,83.5,High,Moderate,5
Micro Zone,25.5,84.0,High,Moderate,5
Micro Zone,25.5,84.5,Low,Moderate,3
Micro Zone,25.5,85.0,Low,Low,2
Micro Zone,25.5,85.5,Moderate,High,5
Micro Zone,25.5,86.0,Moderate,High,5
Micro Zone,25.5,86.5,Low,Moderate,3
Micro Zone,25.5,87.0,Moderate,Low,3
Micro Zone,25.5,87.5,Low,Low,2
Micro Zone,25.5,88.0,High,Moderate,5
Micro Zone,25.5,88.5,High,Low,4
Micro Zone,25.5,89.0,Low,Low,2
Micro Zone,25.5,89.5,Moderate,High,5
Micro Zone,25.5,90.0,High,Moderate,5
Micro Zone,25.5,90.5,High,High,6
Micro Zone,25.5,91.0,High,Low,4
Micro Zone,25.5,91.5,Low,Moderate,3
Micro Zone,25.5,92.0,Moderate,High,5
Micro Zone,25.5,92.5,High,High,6
Micro Zone,25.5,93.0,Moderate,High,5
Micro Zone,25.5,93.5,High,High,6
Micro Zone,25.5,94.0,Moderate,Moderate,4
Micro Zone,25.5,94.5,Moderate,High,5
Micro Zone,25.5,95.0,High,Moderate,5
Micro Zone,25.5,95.5,Moderate,High,5
Micro Zone,25.5,96.0,Low,Moderate,3
Micro Zone,25.5,96.5,Moderate,Moderate,4
Micro Zone,26.0,68.0,High,Low,4
Micro Zone,26.0,68.5,High,Low,4
Micro Zone,26.0,69.0,Moderate,High,5
Micro Zone,26.0,69.5,High,High,6
Micro Zone,26.0,70.0,Low,High,4
Micro Zone,26.0,70.5,High,Moderate,5
Micro Zone,26.0,71.0,Low,Moderate,3
Micro Zone,26.0,71.5,Low,Moderate,3
Micro Zone,26.0,72.0,Low,Moderate,3
Micro Zone,26.0,72.5,Low,Low,2
Micro Zone,26.0,73.0,Low,High,4
Micro Zone,26.0,73.5,Moderate,Moderate,4
Micro Zone,26.0,74.0,Low,Low,2
Micro Zone,26.0,74.5,Moderate,High,5
Micro Zone,26.0,75.0,High,Low,4
Micro Zone,26.0,75.5,Moderate,Moderate,4
Micro Zone,26.0,76.0,High,Moderate,5
Micro Zone,26.0,76.5,Low,High,4
Micro Zone,26.0,77.0,Moderate,Low,3
Micro Zone,26.0,77.5,High,High,6
Micro Zone,26.0,78.0,Low,High,4
Micro Zone,26.0,78.5,Moderate,Low,3
Micro Zone,26.0,79.0,Low,High,4
Micro Zone,26.0,79.5,High,High,6
Micro Zone,26.0,80.0,Moderate,High,5
Micro Zone,26.0,80.5,Moderate,Moderate,4
Micro Zone,26.0,81.0,Low,Moderate,3
Micro Zone,26.0,81.5,Moderate,Low,3
Micro Zone,26.0,82.0,Moderate,Low,3
Micro Zone,26.0,82.5,High,Low,4
Micro Zone,26.0,83.0,Moderate,High,5
Micro Zone,26.0,83.5,Low,Moderate,3
Micro Zone,26.0,84.0,High,Low,4
Micro Zone,26.0,84.5,High,High,6
Micro Zone,26.0,85.0,Low,Moderate,3
Micro Zone,26.0,85.5,Low,High,4
Micro Zone,26.0,86.0,High,Moderate,5
Micro Zone,26.0,86.5,Moderate,High,5
Micro Zone,26.0,87.0,High,High,6
Micro Zone,26.0,87.5,Moderate,Moderate,4
Micro Zone,26.0,88.0,Low,Moderate,3
Micro Zone,26.0,88.5,High,Moderate,5
Micro Zone,26.0,89.0,Moderate,Low,3
Micro Zone,26.0,89.5,Low,High,4
Micro Zone,26.0,90.0,Low,High,4
Micro Zone,26.0,90.5,Low,High,4
Micro Zone,26.0,91.0,Low,High,4
Micro Zone,26.0,91.5,High,Moderate,5
Micro Zone,26.0,92.0,Low,High,4
Micro Zone,26.0,92.5,Moderate,High,5
Micro Zone,26.0,93.0,Moderate,Moderate,4
Micro Zone,26.0,93.5,Low,High,4
Micro Zone,26.0,94.0,Low,Low,2
Micro Zone,26.0,94.5,Moderate,High,5
Micro Zone,26.0,95.0,Low,High,4
Micro Zone,26.0,95.5,Moderate,Moderate,4
Micro Zone,26.0,96.0,Low,High,4
Micro Zone,26.0,96.5,Moderate,Low,3
Micro Zone,26.5,68.0,High,Moderate,5
Micro Zone,26.5,68.5,Low,Low,2
Micro Zone,26.5,69.0,Low,High,4
Micro Zone,26.5,69.5,Moderate,High,5
Micro Zone,26.5,70.0,Low,Low,2
Micro Zone,26.5,70.5,Low,Low,2
Micro Zone,26.5,71.0,Low,Moderate,3
Micro Zone,26.5,71.5,Low,Moderate,3
Micro Zone,26.5,72.0,Low,High,4
Micro Zone,26.5,72.5,Low,Low,2
Micro Zone,26.5,73.0,Moderate,Moderate,4
Micro Zone,26.5,73.5,High,Low,4
Micro Zone,26.5,74.0,High,Moderate,5
Micro Zone,26.5,74.5,Moderate,Moderate,4
Micro Zone,26.5,75.0,Low,High,4
Micro Zone,26.5,75.5,Low,Low,2
Micro Zone,26.5,76.0,High,Moderate,5
Micro Zone,26.5,76.5,High,High,6
Micro Zone,26.5,77.0,High,High,6
Micro Zone,26.5,77.5,High,Low,4
Micro Zone,26.5,78.0,Low,Low,2
Micro Zone,26.5,78.5,High,Low,4
Micro Zone,26.5,79.0,High,High,6
Micro Zone,26.5,79.5,Low,Moderate,3
Micro Zone,26.5,80.0,High,Moderate,5
Micro Zone,26.5,80.5,Moderate,Moderate,4
Micro Zone,26.5,81.0,Low,Moderate,3
Micro Zone,26.5,81.5,High,Low,4
Micro Zone,26.5,82.0,High,High,6
Micro Zone,26.5,82.5,Low,Low,2
Micro Zone,26.5,83.0,Moderate,Moderate,4
Micro Zone,26.5,83.5,High,High,6
Micro Zone,26.5,84.0,Low,High,4
Micro Zone,26.5,84.5,Moderate,High,5
Micro Zone,26.5,85.0,High,Low,4
Micro Zone,26.5,85.5,Low,Moderate,3
Micro Zone,26.5,86.0,Low,High,4
Micro Zone,26.5,86.5,Moderate,Low,3
Micro Zone,26.5,87.0,Moderate,Moderate,4
Micro Zone,26.5,87.5,Moderate,Moderate,4
Micro Zone,26.5,88.0,High,Moderate,5
Micro Zone,26.5,88.5,Low,Moderate,3
Micro Zone,26.5,89.0,Low,Low,2
Micro Zone,26.5,89.5,Moderate,Moderate,4
Micro Zone,26.5,90.0,Low,Moderate,3
Micro Zone,26.5,90.5,High,Low,4
Micro Zone,26.5,91.0,High,High,6
Micro Zone,26.5,91.5,Moderate,High,5
Micro Zone,26.5,92.0,Low,Moderate,3
Micro Zone,26.5,92.5,Moderate,High,5
Micro Zone,26.5,93.0,Moderate,High,5
Micro Zone,26.5,93.5,High,High,6
Micro Zone,26.5,94.0,High,Moderate,5
Micro Zone,26.5,94.5,Low,Moderate,3
Micro Zone,26.5,95.0,High,Moderate,5
Micro Zone,26.5,95.5,High,Moderate,5
Micro Zone,26.5,96.0,Low,High,4
Micro Zone,26.5,96.5,Moderate,Moderate,4
Micro Zone,27.0,68.0,Low,Moderate,3
Micro Zone,27.0,68.5,Low,Moderate,3
Micro Zone,27.0,69.0,Moderate,High,5
Micro Zone,27.0,69.5,High,High,6
Micro Zone,27.0,70.0,Low,High,4
Micro Zone,27.0,70.5,Moderate,Moderate,4
Micro Zone,27.0,71.0,Moderate,Moderate,4
Micro Zone,27.0,71.5,Low,High,4
Micro Zone,27.0,72.0,Low,Moderate,3
Micro Zone,27.0,72.5,Moderate,Low,3
Micro Zone,27.0,73.0,Low,Moderate,3
Micro Zone,27.0,73.5,Moderate,High,5
Micro Zone,27.0,74.0,High,Moderate,5
Micro Zone,27.0,74.5,Low,High,4
Micro Zone,27.0,75.0,High,High,6
Micro Zone,27.0,75.5,Moderate,Moderate,4
Micro Zone,27.0,76.0,Low,Moderate,3
Micro Zone,27.0,76.5,Moderate,High,5
Micro Zone,27.0,77.0,Moderate,Moderate,4
Micro Zone,27.0,77.5,Moderate,Low,3
Micro Zone,27.0,78.0,High,Low,4
Micro Zone,27.0,78.5,High,Low,4
Micro Zone,27.0,79.0,Moderate,Moderate,4
Micro Zone,27.0,79.5,Moderate,Moderate,4
Micro Zone,27.0,80.0,High,Low,4
Micro Zone,27.0,80.5,Low,Moderate,3
Micro Zone,27.0,81.0,Low,Moderate,3
Micro Zone,27.0,81.5,High,Moderate,5
Micro Zone,27.0,82.0,Moderate,Moderate,4
Micro Zone,27.0,82.5,Low,Low,2
Micro Zone,27.0,83.0,Low,High,4
Micro Zone,27.0,83.5,High,High,6
Micro Zone,27.0,84.0,High,High,6
Micro Zone,27.0,84.5,Moderate,Moderate,4
Micro Zone,27.0,85.0,High,Moderate,5
Micro Zone,27.0,85.5,Moderate,Low,3
Micro Zone,27.0,86.0,Moderate,Moderate,4
Micro Zone,27.0,86.5,Low,Low,2
Micro Zone,27.0,87.0,High,Low,4
Micro Zone,27.0,87.5,Low,High,4
Micro Zone,27.0,88.0,High,Moderate,5
Micro Zone,27.0,88.5,High,High,6
Micro Zone,27.0,89.0,Low,Low,2
Micro Zone,27.0,89.5,Low,Moderate,3
Micro Zone,27.0,90.0,Low,Low,2
Micro Zone,27.0,90.5,Moderate,Low,3
Micro Zone,27.0,91.0,Moderate,High,5
Micro Zone,27.0,91.5,High,High,6
Micro Zone,27.0,92.0,Low,High,4
Micro Zone,27.0,92.5,High,High,6
Micro Zone,27.0,93.0,Low,Moderate,3
Micro Zone,27.0,93.5,Low,Low,2
Micro Zone,27.0,94.0,Low,Moderate,3
Micro Zone,27.0,94.5,Low,Moderate,3
Micro Zone,27.0,95.0,High,Moderate,5
Micro Zone,27.0,95.5,Low,Moderate,3
Micro Zone,27.0,96.0,Moderate,Moderate,4
Micro Zone,27.0,96.5,Low,Moderate,3
Micro Zone,27.5,68.0,Low,Moderate,3
Micro Zone,27.5,68.5,High,Low,4
Micro Zone,27.5,69.0,High,Moderate,5
Micro Zone,27.5,69.5,Moderate,Low,3
Micro Zone,27.5,70.0,Moderate,Moderate,4
Micro Zone,27.5,70.5,High,Moderate,5
Micro Zone,27.5,71.0,Low,High,4
Micro Zone,27.5,71.5,High,High,6
Micro Zone,27.5,72.0,Low,Moderate,3
Micro Zone,27.5,72.5,Moderate,Moderate,4
Micro Zone,27.5,73.0,High,Low,4
Micro Zone,27.5,73.5,Moderate,High,5
Micro Zone,27.5,74.0,Low,High,4
Micro Zone,27.5,74.5,Low,High,4
Micro Zone,27.5,75.0,High,Low,4
Micro Zone,27.5,75.5,Moderate,High,5
Micro Zone,27.5,76.0,Low,Moderate,3
Micro Zone,27.5,76.5,Low,High,4
Micro Zone,27.5,77.0,Moderate,High,5
Micro Zone,27.5,77.5,Low,High,4
Micro Zone,27.5,78.0,Moderate,High,5
Micro Zone,27.5,78.5,Low,High,4
Micro Zone,27.5,79.0,Moderate,Moderate,4
Micro Zone,27.5,79.5,High,High,6
Micro Zone,27.5,80.0,Moderate,Moderate,4
Micro Zone,27.5,80.5,Low,Moderate,3
Micro Zone,27.5,81.0,High,High,6
Micro Zone,27.5,81.5,Moderate,High,5
Micro Zone,27.5,82.0,Moderate,High,5
Micro Zone,27.5,82.5,High,Moderate,5
Micro Zone,27.5,83.0,Moderate,Low,3
Micro Zone,27.5,83.5,High,High,6
Micro Zone,27.5,84.0,Low,Low,2
Micro Zone,27.5,84.5,Low,High,4
Micro Zone,27.5,85.0,High,Moderate,5
Micro Zone,27.5,85.5,High,High,6
Micro Zone,27.5,86.0,High,Moderate,5
Micro Zone,27.5,86.5,High,Moderate,5
Micro Zone,27.5,87.0,High,High,6
Micro Zone,27.5,87.5,Low,High,4
Micro Zone,27.5,88.0,Low,Moderate,3
Micro Zone,27.5,88.5,Moderate,High,5
Micro Zone,27.5,89.0,Moderate,High,5
Micro Zone,27.5,89.5,High,Low,4
Micro Zone,27.5,90.0,High,Moderate,5
Micro Zone,27.5,90.5,Moderate,High,5
Micro Zone,27.5,91.0,Low,Moderate,3
Micro Zone,27.5,91.5,High,Moderate,5
Micro Zone,27.5,92.0,Low,High,4
Micro Zone,27.5,92.5,Moderate,Moderate,4
Micro Zone,27.5,93.0,Low,High,4
Micro Zone,27.5,93.5,High,Moderate,5
Micro Zone,27.5,94.0,Moderate,High,5
Micro Zone,27.5,94.5,High,Low,4
Micro Zone,27.5,95.0,Low,High,4
Micro Zone,27.5,95.5,Low,Moderate,3
Micro Zone,27.5,96.0,High,High,6
Micro Zone,27.5,96.5,Moderate,High,5
Micro Zone,28.0,68.0,Low,High,4
Micro Zone,28.0,68.5,High,Moderate,5
Micro Zone,28.0,69.0,Moderate,Moderate,4
Micro Zone,28.0,69.5,Low,Moderate,3
Micro Zone,28.0,70.0,Low,Moderate,3
Micro Zone,28.0,70.5,High,High,6
Micro Zone,28.0,71.0,Low,Low,2
Micro Zone,28.0,71.5,Low,High,4
Micro Zone,28.0,72.0,Moderate,High,5
Micro Zone,28.0,72.5,Low,High,4
Micro Zone,28.0,73.0,Moderate,Moderate,4
Micro Zone,28.0,73.5,Moderate,Moderate,4
Micro Zone,28.0,74.0,Low,High,4
Micro Zone,28.0,74.5,Moderate,Moderate,4
Micro Zone,28.0,75.0,Low,Moderate,3
Micro Zone,28.0,75.5,High,Low,4
Micro Zone,28.0,76.0,Low,Moderate,3
Micro Zone,28.0,76.5,High,High,6
Micro Zone,28.0,77.0,Moderate,Low,3
Micro Zone,28.0,77.5,High,Moderate,5
Micro Zone,28.0,78.0,Moderate,Moderate,4
Micro Zone,28.0,78.5,Moderate,Moderate,4
Micro Zone,28.0,79.0,High,Moderate,5
Micro Zone,28.0,79.5,Moderate,High,5
Micro Zone,28.0,80.0,Low,High,4
Micro Zone,28.0,80.5,Moderate,High,5
Micro Zone,28.0,81.0,Low,High,4
Micro Zone,28.0,81.5,Low,High,4
Micro Zone,28.0,82.0,Low,Low,2
Micro Zone,28.0,82.5,Low,Moderate,3
Micro Zone,28.0,83.0,High,Moderate,5
Micro Zone,28.0,83.5,Low,High,4
Micro Zone,28.0,84.0,Moderate,High,5
Micro Zone,28.0,84.5,Low,High,4
Micro Zone,28.0,85.0,Moderate,Moderate,4
